Input,Ambient,Flow,Radiation
22.85,32.8,0,1.40E+01
22.9,32.8,0,1.40E+01
22.9,32.8,8.5,1.40E+01
22.9,33,8.4,1.40E+01
22.9,33.1,0,1.40E+01
22.9,33.3,0,1.40E+01
22.9,33.5,0,1.40E+01
22.9,33.7,0,1.40E+01
22.9,33.8,0,1.40E+01
22.9,33.9,0,1.40E+01
22.9,34,0,1.40E+01
22.9,34.1,0,1.40E+01
22.9,34.2,0,1.40E+01
22.9,34.3,0,1.40E+01
22.9,34.4,0,1.40E+01
22.9,34.4,0,1.40E+01
22.9,34.5,0,1.40E+01
22.9,34.6,0,1.40E+01
22.9,34.6,0,1.40E+01
22.9,34.7,0,1.40E+01
22.9,34.8,0,1.40E+01
22.9,34.9,0,1.40E+01
22.94,34.9,0,1.40E+01
22.98,35,0,1.40E+01
23.02,34.9,0,1.40E+01
23.06,34.7,0,1.40E+01
23.1,34.6,0,1.40E+01
23.14,34.5,0,1.40E+01
23.18,34.4,0,1.40E+01
23.22,34.3,0,1.40E+01
23.26,34.3,0,1.40E+01
23.3,34.4,0,1.40E+01
23.34,34.4,8.9,1.40E+01
23.38,34.5,9.4,1.40E+01
23.42,34.6,9.4,1.40E+01
23.46,34.7,9.4,1.40E+01
23.5,34.8,9.4,1.40E+01
23.54,35,6.4,1.40E+01
23.58,35.1,0,1.40E+01
23.62,35.2,0,1.40E+01
23.66,35.3,0,1.40E+01
23.7,35.5,0,1.40E+01
23.71,35.6,0,1.40E+01
23.72,35.8,0,1.40E+01
23.73,36,0,1.40E+01
23.74,36.2,0,1.40E+01
23.75,36.3,0,1.40E+01
23.76,36.2,0,1.40E+01
23.77,36.2,0,1.40E+01
23.78,36.2,0,1.40E+01
23.79,36.1,0,1.40E+01
23.8,36.1,0,1.40E+01
23.81,36.1,0,1.40E+01
23.82,36,0,1.40E+01
23.83,36.1,0,1.40E+01
23.84,36.1,0,1.40E+01
23.85,36.1,0,1.40E+01
23.86,36.1,0,1.40E+01
23.87,36.1,0,1.40E+01
23.88,36,0,1.40E+01
23.89,35.9,0,1.40E+01
23.9,35.6,0,1.40E+01
23.9,35.5,0,1.40E+01
23.9,35.3,0,1.40E+01
23.9,35.1,0,1.40E+01
23.9,34.8,0,1.40E+01
23.9,34.6,0,1.40E+01
23.9,34.3,0,1.40E+01
23.9,34.1,0,1.40E+01
23.9,33.8,0,1.40E+01
23.9,33.6,0,1.40E+01
23.9,33.4,0,1.40E+01
23.94,33.1,0,1.40E+01
23.98,33.1,0,1.40E+01
24.02,32.9,0,1.40E+01
24.06,32.8,0,1.40E+01
24.1,32.7,0,1.40E+01
24.14,32.7,0,1.40E+01
24.18,32.7,0,1.40E+01
24.22,32.8,0,1.40E+01
24.26,32.9,0,1.40E+01
24.3,32.9,0,1.40E+01
24.39,33,0,1.40E+01
24.48,33.1,0,1.40E+01
24.57,33.2,0,1.40E+01
24.66,33.3,0,1.40E+01
24.75,33.4,0,1.40E+01
24.84,33.5,0,1.40E+01
24.93,33.6,0,1.40E+01
25.02,33.7,0,1.40E+01
25.11,33.9,0,1.40E+01
25.2,34,0,1.40E+01
25.21,34,0,1.40E+01
25.22,34,0,1.40E+01
25.23,34,0,1.40E+01
25.24,34,0,1.40E+01
25.25,34.1,0,1.40E+01
25.26,34.2,0,1.40E+01
25.27,34.2,0,1.40E+01
25.28,34.3,0,1.40E+01
25.29,34.4,0,1.40E+01
25.3,34.6,0,1.40E+01
25.21,34.6,0,1.40E+01
25.12,34.7,0,1.40E+01
25.03,34.8,0,1.40E+01
24.94,34.9,0,1.40E+01
24.85,35,0,1.40E+01
24.76,35.1,0,1.40E+01
24.67,35.2,0,1.40E+01
24.58,35.2,0,1.40E+01
24.49,35.2,0,1.40E+01
24.4,35.1,0,1.40E+01
24.44,35.1,0,1.40E+01
24.48,34.9,0,1.40E+01
24.52,34.8,0,1.40E+01
24.56,34.8,0,1.40E+01
24.6,34.7,0,1.40E+01
24.64,34.8,0,1.40E+01
24.68,34.8,0,1.40E+01
24.72,34.9,0,1.40E+01
24.76,34.9,0,1.40E+01
24.8,34.8,0,1.40E+01
24.82,34.8,9,1.40E+01
24.84,34.8,0.8,1.40E+01
24.86,34.7,0,1.40E+01
24.88,34.7,0,1.40E+01
24.9,34.8,0,1.40E+01
24.92,34.8,0,1.40E+01
24.94,34.7,0,1.40E+01
24.96,34.6,0,1.40E+01
24.98,34.6,0,1.40E+01
25,34.5,0,1.40E+01
25.04,34.4,0,1.40E+01
25.08,34.3,0,1.40E+01
25.12,34.2,0,1.40E+01
25.16,34.1,0,1.40E+01
25.2,33.9,0,1.40E+01
25.24,33.9,0,1.40E+01
25.28,33.9,0,1.40E+01
25.32,33.8,0,1.40E+01
25.36,33.7,0,1.40E+01
25.4,33.7,0,1.40E+01
25.43,33.6,0,1.40E+01
25.46,33.5,0,1.40E+01
25.49,33.5,0,1.40E+01
25.52,33.5,0,1.40E+01
25.55,33.5,0,1.40E+01
25.58,33.6,0,1.40E+01
25.61,33.6,0,1.40E+01
25.64,33.7,0,1.40E+01
