Input,Ambient,Flow,Radiation
25.17,33.5,0,5.20E-02
25.14,33.4,0,5.18E-02
25.11,33.3,0,5.16E-02
25.08,33.2,0,5.14E-02
25.05,33.2,0,5.12E-02
25.02,33.3,0.1,5.10E-02
24.99,33.3,0,5.08E-02
24.96,33.2,0,5.06E-02
24.93,33.2,0,5.04E-02
24.9,33.1,0,5.02E-02
24.91,33,0,5.00E-02
24.92,33,0,4.98E-02
24.93,33,0,4.96E-02
24.94,33,0,4.94E-02
24.95,33.1,0,4.92E-02
24.96,33.2,4.9,4.90E-02
24.97,33.3,0,4.88E-02
24.98,33.5,0,4.86E-02
24.99,33.6,0,4.84E-02
25,33.7,0,4.82E-02
24.99,33.8,0,4.80E-02
24.98,33.9,0,4.77E-02
24.97,34.1,0,4.75E-02
24.96,34.2,0,4.73E-02
24.95,34.3,0,4.71E-02
24.94,34.4,0,4.69E-02
24.93,34.4,0,4.67E-02
24.92,34.4,0,4.65E-02
24.91,34.4,0,4.63E-02
24.9,34.4,0,4.60E-02
24.87,34.3,0,4.58E-02
24.84,34.2,0,4.56E-02
24.81,34.1,0,4.54E-02
24.78,34,0,4.52E-02
24.75,33.9,0,4.50E-02
24.72,33.8,0,4.47E-02
24.69,33.9,0,4.45E-02
24.66,33.9,0,4.43E-02
24.63,33.8,0,4.41E-02
24.6,33.8,0,4.39E-02
24.62,33.8,0,4.36E-02
24.64,33.7,0,4.34E-02
24.66,33.7,0,4.32E-02
24.68,33.6,0,4.30E-02
24.7,33.5,0,4.28E-02
24.72,33.4,0,4.25E-02
24.74,33.3,0,4.23E-02
24.76,33.2,0,4.21E-02
24.78,33.1,0,4.19E-02
24.8,33,0,4.17E-02
24.94,32.9,0,4.14E-02
25.08,32.8,0,4.12E-02
25.22,32.7,0,4.10E-02
25.36,32.6,0,4.08E-02
25.5,32.6,0,4.05E-02
25.64,32.5,0,4.03E-02
25.78,32.4,0,4.01E-02
25.92,32.3,0,3.99E-02
26.06,32.3,0,3.96E-02
26.2,32.1,0,3.94E-02
26.27,32.2,0,3.92E-02
26.34,32,0,3.90E-02
26.41,32,0,3.87E-02
26.48,31.9,0,3.85E-02
26.55,31.8,0,3.83E-02
26.62,31.7,0,3.81E-02
26.69,31.7,0,3.78E-02
26.76,31.6,0,3.76E-02
26.83,31.6,0,3.74E-02
26.9,31.6,0,3.72E-02
26.81,31.5,0,3.69E-02
26.72,31.4,0,3.67E-02
26.63,31.4,0,3.65E-02
26.54,31.3,0,3.63E-02
26.45,31.3,0,3.60E-02
26.36,31.2,0,3.58E-02
26.27,31.2,0,3.56E-02
26.18,31.1,0,3.54E-02
26.09,31.1,0,3.51E-02
26,31.1,0,3.49E-02
25.97,31.1,0,3.47E-02
25.94,31,0,3.45E-02
25.91,31,0,3.42E-02
25.88,31,0,3.40E-02
25.85,30.8,0,3.38E-02
25.82,30.6,0,3.36E-02
25.79,30.6,0,3.34E-02
25.76,30.6,0,3.31E-02
25.73,30.6,0,3.29E-02
25.7,30.6,0,3.27E-02
25.79,30.5,0,3.25E-02
25.88,30.5,0,3.23E-02
25.97,30.5,0,3.20E-02
26.06,30.5,0,3.18E-02
26.15,30.5,0,3.16E-02
26.24,30.5,0,3.14E-02
26.33,30.5,0,3.12E-02
26.42,30.5,0,3.09E-02
26.51,30.6,0,3.07E-02
26.6,30.6,0,3.05E-02
26.58,30.6,0,3.03E-02
26.56,30.7,0,3.01E-02
26.54,30.8,0,2.99E-02
26.52,30.8,0,2.96E-02
26.5,30.8,0,2.94E-02
26.48,30.9,0.9,2.92E-02
26.46,31,0,2.90E-02
26.44,31.1,0,2.88E-02
26.42,31,0,2.86E-02
26.4,31,0,2.84E-02
26.38,31,0,2.82E-02
26.36,31,0,2.79E-02
26.34,31,0,2.77E-02
26.32,31.1,0,2.75E-02
26.3,31.1,0,2.73E-02
26.28,31.1,0,2.71E-02
26.26,31.1,0,2.69E-02
26.24,31.1,0,2.67E-02
26.22,31.1,0,2.65E-02
26.2,31.1,0,2.63E-02
26.12,31.1,0,2.61E-02
26.04,31.1,0,2.59E-02
25.96,31,0,2.57E-02
25.88,31,0,2.55E-02
25.8,30.9,0,2.53E-02
25.72,30.8,0,2.51E-02
25.64,30.8,0,2.49E-02
25.56,30.7,0,2.47E-02
25.48,30.7,0,2.45E-02
25.4,30.7,0,2.43E-02
25.39,30.6,0,2.41E-02
25.38,30.6,0,2.39E-02
25.37,30.5,0,2.37E-02
25.36,30.6,0,2.35E-02
25.35,30.5,0,2.33E-02
25.34,30.5,0,2.31E-02
25.33,30.5,0,2.29E-02
25.32,30.4,0,2.27E-02
25.31,30.5,0,2.25E-02
25.3,30.4,0,2.23E-02
25.28,30.4,0,2.22E-02
25.26,30.4,0,2.20E-02
25.24,30.4,0,2.18E-02
25.22,30.3,0,2.16E-02
25.2,30.3,0,2.14E-02
25.18,30.3,0,2.12E-02
25.16,30.2,0,2.10E-02
25.14,30.1,0,2.09E-02
25.12,30.1,0,2.07E-02
25.1,30.2,0,2.05E-02
25.07,30.3,0,2.03E-02
25.04,30.4,0,2.01E-02
25.01,30.5,0,2.00E-02
24.98,30.6,0,1.98E-02
24.95,30.8,0,1.96E-02
24.92,31,0,1.94E-02
24.89,31.1,0,1.92E-02
24.86,31.1,0,1.91E-02
24.83,31.2,0,1.89E-02
24.8,31.3,0,1.87E-02
24.82,31.3,0,1.86E-02
24.84,31.3,0,1.84E-02
24.86,31.3,0,1.82E-02
24.88,31.4,0,1.80E-02
24.9,31.4,0,1.79E-02
24.92,31.5,0,1.77E-02
24.94,31.5,0,1.75E-02
24.96,31.5,0,1.74E-02
24.98,31.5,0,1.72E-02
25,31.4,0,1.71E-02
24.94,31.4,0,1.69E-02
24.88,31.4,0,1.67E-02
24.82,31.3,0,1.66E-02
24.76,31.3,0,1.64E-02
24.7,31.3,0,1.63E-02
24.64,31.2,0,1.61E-02
24.58,31.1,0,1.59E-02
24.52,31,0,1.58E-02
24.46,30.9,0,1.56E-02
24.4,30.8,0,1.55E-02
24.41,30.8,0,1.53E-02
24.42,30.6,0,1.52E-02
24.43,30.6,0,1.50E-02
24.44,30.5,0,1.49E-02
24.45,30.4,0,1.47E-02
24.46,30.3,0,1.46E-02
24.47,30.2,0,1.44E-02
24.48,30.2,0,1.43E-02
24.49,30,0,1.41E-02
24.5,30,0,1.40E-02
24.43,29.9,0.1,1.39E-02
24.36,29.8,0,1.37E-02
24.29,29.6,0,1.36E-02
24.22,29.6,0,1.34E-02
24.15,29.5,0,1.33E-02
24.08,29.4,9.8,1.32E-02
24.01,29.4,9.8,1.30E-02
23.94,29.5,11.1,1.29E-02
23.87,29.5,11.1,1.28E-02
23.8,29.4,3.1,1.26E-02
23.76,29.3,0,1.25E-02
23.72,29.3,0,1.24E-02
23.68,29.2,0,1.22E-02
23.64,29.2,0,1.21E-02
23.6,29.2,0,1.20E-02
23.56,29.1,0,1.18E-02
23.52,29,0,1.17E-02
23.48,28.9,0,1.16E-02
23.44,28.8,0,1.15E-02
23.4,28.7,0,1.13E-02
23.35,28.6,0,1.12E-02
23.3,28.6,0,1.11E-02
23.25,28.5,0,1.10E-02
23.2,28.3,0,1.09E-02
23.15,28.3,0.1,1.07E-02
23.1,28.2,0,1.06E-02
23.05,28.2,0,1.05E-02
23,28,0,1.04E-02
22.95,28,0,1.03E-02
22.9,28,0,1.02E-02
22.88,28,0,1.00E-02
22.86,27.9,0,9.92E-03
22.84,27.9,0,9.81E-03
22.82,27.8,0,9.70E-03
22.8,27.9,0,9.59E-03
22.78,27.8,10.4,9.48E-03
22.76,27.8,5.4,9.37E-03
22.74,27.8,0,9.27E-03
22.72,27.7,0,9.16E-03
22.7,27.7,0,9.06E-03
22.68,27.7,0,8.95E-03
22.66,27.7,0,8.85E-03
22.64,27.7,0,8.74E-03
22.62,27.7,0,8.64E-03
22.6,27.6,0,8.54E-03
22.58,27.6,0.1,8.44E-03
22.56,27.6,0,8.34E-03
22.54,27.5,0,8.24E-03
22.52,27.5,0,8.15E-03
22.5,27.5,0,8.05E-03
22.48,27.5,0,7.95E-03
22.46,27.5,0,7.86E-03
22.44,27.4,0,7.77E-03
22.42,27.4,0,7.67E-03
22.4,27.4,0,7.58E-03
22.38,27.3,0,7.49E-03
22.36,27.3,0,7.40E-03
22.34,27.3,0,7.31E-03
22.32,27.2,0,7.22E-03
22.3,27.2,0,7.13E-03
22.27,27.2,0,7.04E-03
22.24,27.2,0,6.96E-03
22.21,27.2,0,6.87E-03
22.18,27.1,0,6.79E-03
22.15,27.2,0,6.70E-03
22.12,27.1,0,6.62E-03
22.09,27.1,0,6.54E-03
22.06,27.1,0,6.46E-03
22.03,27.1,0,6.38E-03
22,27.1,0,6.30E-03
22,27,0,6.22E-03
22,27,0,6.14E-03
22,27,0,6.06E-03
22,27,0,5.98E-03
22,27,0,5.91E-03
22,27,0,5.83E-03
22,26.9,0,5.76E-03
22,26.9,0,5.69E-03
22,26.9,0,5.61E-03
22,26.9,0,5.54E-03
21.98,26.9,0,5.47E-03
21.96,26.9,0,5.40E-03
21.94,26.9,0,5.33E-03
21.92,26.8,0,5.26E-03
21.9,26.7,0,5.19E-03
21.88,26.7,0,5.12E-03
21.86,26.7,0,5.05E-03
21.84,26.7,0,4.99E-03
21.82,26.8,0,4.92E-03
21.8,26.8,0,4.86E-03
21.79,26.8,0,4.79E-03
21.78,26.8,0,4.73E-03
21.77,26.8,0,4.67E-03
21.76,26.8,0,4.60E-03
21.75,26.8,0,4.54E-03
21.74,26.7,0,4.48E-03
21.73,26.7,0,4.42E-03
21.72,26.7,0,4.36E-03
21.71,26.6,0,4.30E-03
21.7,26.6,0,4.24E-03
21.69,26.6,0,4.19E-03
21.68,26.5,0,4.13E-03
21.67,26.5,0,4.07E-03
21.66,26.5,0,4.02E-03
21.65,26.5,0,3.96E-03
21.64,26.5,0,3.91E-03
21.63,26.4,0,3.85E-03
21.62,26.4,0,3.80E-03
21.61,26.4,0,3.75E-03
21.6,26.4,0,3.70E-03
21.6,26.3,0,3.64E-03
21.6,26.3,0,3.59E-03
21.6,26.3,0,3.54E-03
21.6,26.2,0,3.49E-03
21.6,26.2,0,3.44E-03
21.6,26.1,0,3.40E-03
21.6,26.1,0,3.35E-03
21.6,26,0,3.30E-03
21.6,26.1,0,3.25E-03
21.6,26,0,3.21E-03
21.6,26.1,0,3.16E-03
21.6,26,0,3.12E-03
21.6,25.9,0,3.07E-03
21.6,25.9,0,3.03E-03
21.6,25.9,0,2.98E-03
21.6,25.9,1.8,2.94E-03
21.6,25.8,0,2.90E-03
21.6,25.8,0,2.86E-03
21.6,25.9,0,2.81E-03
21.6,25.9,0,2.77E-03
21.58,25.9,0,2.73E-03
21.56,25.8,0,2.69E-03
21.54,25.8,0,2.65E-03
21.52,25.8,0,2.61E-03
21.5,25.8,0,2.58E-03
21.48,25.8,0.1,2.54E-03
21.46,25.8,0,2.50E-03
21.44,25.8,0,2.46E-03
21.42,25.7,0,2.43E-03
21.4,25.8,0,2.39E-03
21.37,25.7,0,2.35E-03
21.34,25.7,0,2.32E-03
21.31,25.7,0,2.28E-03
21.28,25.7,0,2.25E-03
21.25,25.6,0,2.22E-03
21.22,25.6,0,2.18E-03
21.19,25.5,0,2.15E-03
21.16,25.5,0,2.12E-03
21.13,25.5,0,2.08E-03
21.1,25.5,0,2.05E-03
21.06,25.5,0,2.02E-03
21.02,25.4,0,1.99E-03
20.98,25.4,0,1.96E-03
20.94,25.4,0,1.93E-03
20.9,25.4,0,1.90E-03
20.86,25.4,0,1.87E-03
20.82,25.4,0,1.84E-03
20.78,25.3,0,1.81E-03
20.74,25.3,0,1.78E-03
20.7,25.3,0,1.76E-03
20.68,25.3,0,1.73E-03
20.66,25.2,0,1.70E-03
20.64,25.1,0,1.68E-03
20.62,25.2,0,1.65E-03
20.6,25.1,0,1.62E-03
20.58,25.1,0,1.60E-03
20.56,25.1,0,1.57E-03
20.54,25,0,1.55E-03
20.52,25,0,1.52E-03
20.5,25,0,1.50E-03
20.46,25,0,1.47E-03
20.42,25,0,1.45E-03
20.38,25,0,1.43E-03
20.34,24.9,0,1.40E-03
20.3,24.9,0,1.38E-03
20.26,24.9,0,1.36E-03
20.22,24.9,0,1.34E-03
20.18,24.9,0,1.32E-03
20.14,24.9,0,1.29E-03
20.1,24.8,0,1.27E-03
20.05,24.8,0,1.25E-03
20,24.7,0,1.23E-03
19.95,24.7,0,1.21E-03
19.9,24.7,0,1.19E-03
19.85,24.6,0,1.17E-03
19.8,24.5,0,1.15E-03
19.75,24.5,0,1.13E-03
19.7,24.6,0,1.11E-03
19.65,24.5,0,1.10E-03
19.6,24.4,0,1.08E-03
19.55,24.5,0,1.06E-03
19.5,24.4,0,1.04E-03
19.45,24.4,0,1.03E-03
19.4,24.4,0,1.01E-03
19.35,24.3,0,9.91E-04
19.3,24.3,0,9.74E-04
19.25,24.3,0,9.58E-04
19.2,24.3,0,9.42E-04
19.15,24.3,0,9.26E-04
19.1,24.2,0,9.10E-04
19.07,24.2,0,8.95E-04
19.04,24.2,0,8.79E-04
19.01,24.2,0,8.64E-04
18.98,24.2,0,8.50E-04
18.95,24.2,0,8.35E-04
18.92,24.2,0,8.21E-04
18.89,24.1,0,8.07E-04
18.86,24.1,0,7.93E-04
18.83,24.1,0,7.79E-04
18.8,24.1,0,7.65E-04
18.78,24.1,0,7.52E-04
18.76,24,0,7.39E-04
18.74,24,0,7.26E-04
18.72,24,0,7.14E-04
18.7,23.9,0,7.01E-04
18.68,23.9,0,6.89E-04
18.66,24,0,6.77E-04
18.64,23.9,0,6.65E-04
18.62,23.8,0,6.53E-04
18.6,23.8,0,6.42E-04
18.58,23.9,0,6.30E-04
18.56,23.7,0,6.19E-04
18.54,23.7,0,6.08E-04
18.52,23.7,0,5.97E-04
18.5,23.7,0,5.87E-04
18.48,23.7,0,5.76E-04
18.46,23.7,0,5.66E-04
18.44,23.6,0,5.56E-04
18.42,23.6,0,5.46E-04
18.4,23.6,0,5.36E-04
18.39,23.5,0,5.26E-04
18.38,23.5,0,5.17E-04
18.37,23.5,0,5.07E-04
18.36,23.4,0,4.98E-04
18.35,23.4,0,4.89E-04
18.34,23.4,0,4.80E-04
18.33,23.4,0,4.72E-04
18.32,23.4,0,4.63E-04
18.31,23.4,0,4.55E-04
18.3,23.4,0,4.46E-04
18.28,23.4,0,4.38E-04
18.26,23.3,0,4.30E-04
18.24,23.3,0,4.22E-04
18.22,23.3,0,4.14E-04
18.2,23.3,0,4.07E-04
18.18,23.2,0,3.99E-04
18.16,23.2,0,3.92E-04
18.14,23.2,0,3.84E-04
18.12,23.2,0,3.77E-04
18.1,23.1,0,3.70E-04
18.08,23.1,0,3.63E-04
18.06,23.1,0,3.56E-04
18.04,23.1,0,3.50E-04
18.02,23.1,0,3.43E-04
18,23.1,0,3.37E-04
17.98,23,0,3.30E-04
17.96,23,0,3.24E-04
17.94,23,0,3.18E-04
17.92,22.9,0,3.12E-04
17.9,22.9,0,3.06E-04
17.87,22.9,0,3.00E-04
17.84,22.8,0,2.94E-04
17.81,22.8,0,2.89E-04
17.78,22.8,0,2.83E-04
17.75,22.8,0,2.78E-04
17.72,22.7,0,2.73E-04
17.69,22.8,0,2.67E-04
17.66,22.7,0,2.62E-04
17.63,22.7,0,2.57E-04
17.6,22.7,0,2.52E-04
17.58,22.6,0,2.47E-04
17.56,22.6,0,2.42E-04
17.54,22.5,0,2.38E-04
17.52,22.5,0,2.33E-04
17.5,22.5,0,2.29E-04
17.48,22.5,0,2.24E-04
17.46,22.4,0,2.20E-04
17.44,22.4,0,2.15E-04
17.42,22.4,0,2.11E-04
17.4,22.4,0,2.07E-04
17.39,22.4,0,2.03E-04
17.38,22.4,0,1.99E-04
17.37,22.4,0,1.95E-04
17.36,22.4,0,1.91E-04
17.35,22.3,0,1.87E-04
17.34,22.3,0,1.84E-04
17.33,22.3,0,1.80E-04
17.32,22.3,0,1.76E-04
17.31,22.2,0,1.73E-04
17.3,22.2,0,1.69E-04
17.28,22.2,0,1.66E-04
17.26,22.1,0,1.63E-04
17.24,22.1,0,1.59E-04
17.22,22.1,0,1.56E-04
17.2,22.1,0,1.53E-04
17.18,22,0,1.50E-04
17.16,22,0,1.47E-04
17.14,22,0,1.44E-04
17.12,22,0,1.41E-04
17.1,21.9,0,1.38E-04
17.07,21.9,0,1.35E-04
17.04,21.9,0,1.32E-04
17.01,21.9,0,1.30E-04
16.98,21.9,0,1.27E-04
16.95,21.9,0,1.25E-04
16.92,21.9,0,1.22E-04
16.89,21.8,0,1.19E-04
16.86,21.8,0,1.17E-04
16.83,21.8,0,1.15E-04
16.8,21.7,0,1.12E-04
16.8,21.8,0,1.10E-04
16.8,21.7,0,1.08E-04
16.8,21.6,0,1.05E-04
16.8,21.6,0,1.03E-04
16.8,21.6,0,1.01E-04
16.8,21.6,0,9.89E-05
16.8,21.6,0,9.68E-05
16.8,21.5,0,9.48E-05
16.8,21.5,0,9.28E-05
16.8,21.5,0,9.08E-05
16.79,21.5,0,8.89E-05
16.78,21.4,0,8.70E-05
16.77,21.4,0,8.52E-05
16.76,21.4,0,8.34E-05
16.75,21.5,0,8.16E-05
16.74,21.4,0,7.99E-05
16.73,21.4,0,7.82E-05
16.72,21.4,0,7.65E-05
16.71,21.4,0,7.49E-05
16.7,21.4,0,7.33E-05
16.7,21.4,0,7.17E-05
16.7,21.3,0,7.02E-05
16.7,21.3,0,6.87E-05
16.7,21.4,0,6.72E-05
16.7,21.3,0,6.58E-05
16.7,21.3,0,6.43E-05
16.7,21.3,0,6.29E-05
16.7,21.3,0,6.16E-05
16.7,21.3,0,6.02E-05
16.7,21.3,0,5.89E-05
16.7,21.3,0,5.77E-05
16.7,21.3,0,5.64E-05
16.7,21.2,0,5.52E-05
16.7,21.2,0,5.40E-05
16.7,21.2,0,5.28E-05
16.7,21.1,0,5.16E-05
16.7,21.1,0,5.05E-05
16.7,21.1,0,4.94E-05
16.7,21.1,0,4.83E-05
16.7,21.1,0,4.72E-05
16.7,21.1,0,4.62E-05
16.7,21.1,0,4.52E-05
16.7,21.1,0,4.42E-05
16.7,21,0,4.32E-05
16.7,21,0,4.22E-05
16.7,20.9,0,4.13E-05
16.7,21,0,4.04E-05
16.7,20.9,0,3.95E-05
16.7,20.9,0,3.86E-05
16.7,20.9,0,3.77E-05
16.69,20.9,0,3.69E-05
16.68,20.9,0,3.60E-05
16.67,20.9,0,3.52E-05
16.66,20.9,0,3.44E-05
16.65,20.9,0,3.37E-05
16.64,20.9,0,3.29E-05
16.63,20.9,0,3.22E-05
16.62,20.9,0,3.14E-05
16.61,20.9,0,3.07E-05
16.6,20.9,0,3.00E-05
16.6,20.9,0,2.93E-05
16.6,20.8,0,2.87E-05
16.6,20.8,0,2.80E-05
16.6,20.8,0,2.74E-05
16.6,20.8,0,2.67E-05
16.6,20.7,0,2.61E-05
16.6,20.7,0,2.55E-05
16.6,20.6,0,2.49E-05
16.6,20.6,0,2.44E-05
16.6,20.6,0,2.38E-05
16.6,20.7,0,2.33E-05
16.6,20.6,0,2.27E-05
16.6,20.6,0,2.22E-05
16.6,20.5,0,2.17E-05
16.6,20.6,0,2.12E-05
16.6,20.6,0,2.07E-05
16.6,20.5,0,2.02E-05
16.6,20.5,0,1.97E-05
16.6,20.5,0,1.93E-05
16.6,20.5,0,1.88E-05
16.63,20.4,0,1.84E-05
16.66,20.4,0,1.79E-05
16.69,20.4,0,1.75E-05
16.72,20.4,0,1.71E-05
16.75,20.4,0,1.67E-05
16.78,20.4,0,1.63E-05
16.81,20.3,0,1.59E-05
16.84,20.4,0,1.55E-05
16.87,20.4,0,1.52E-05
16.9,20.4,0,1.48E-05
16.88,20.3,0,1.45E-05
16.86,20.3,0,1.41E-05
16.84,20.3,0,1.38E-05
16.82,20.4,0,1.35E-05
16.8,20.4,0,1.31E-05
16.78,20.3,0,1.28E-05
16.76,20.3,0,1.25E-05
16.74,20.4,0,1.22E-05
16.72,20.3,0,1.19E-05
16.7,20.3,0,1.16E-05
16.69,20.3,0,1.14E-05
16.68,20.3,0,1.11E-05
16.67,20.3,0,1.08E-05
16.66,20.2,0,1.05E-05
16.65,20.2,0,1.03E-05
16.64,20.2,0,1.00E-05
16.63,20.2,0,9.80E-06
16.62,20.2,0,9.56E-06
16.61,20.2,0,9.33E-06
16.6,20.1,0,9.10E-06
16.57,20.1,0,8.88E-06
16.54,20.1,0,8.66E-06
16.51,20.2,0,8.45E-06
16.48,20.2,0,8.24E-06
16.45,20.2,0,8.04E-06
